,Rank,Country,Name,Publisher,Category,Rating,Price,Rating_count,Date
802,3,Japan,夢色キャスト　TAKE A CURTAIN CALL,SEGA CORPORATION,Entertainment,4.99,4.0,403,2024-12-30
803,4,Japan,五等分の花嫁アラーム,"NextNinja Co.,Ltd.",Entertainment,4.56,1.0,392,2024-12-30
804,5,Japan,Zen Brush 2,PSOFT,Entertainment,3.87,500.0,200,2024-12-30
805,6,Japan,プロのサイコロ,Lukas Lubbe,Entertainment,4.74,300.0,62,2024-12-30
806,7,Japan,ずんだボイス（おふらいん！）,Toraichi Igarashi,Entertainment,4.44,800.0,32,2024-12-30
807,8,Japan,PewPewPew - Fingergun,承远 李,Entertainment,5.0,150.0,2,2024-12-30
808,9,Japan,超特急な速度計,Masami Yamate,Entertainment,5.0,100.0,1,2024-12-30
809,10,Japan,Yaba Sanshiro 2,Shinya Miyamoto,Entertainment,4.0,800.0,11,2024-12-30
810,11,Japan,nPlayer,Newin Inc.,Entertainment,4.55,800.0,1212,2024-12-30
811,12,Japan,DiXiM Digital TV,"DigiOn, Inc.",Entertainment,4.06,1.0,5151,2024-12-30
812,13,Japan,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.33,500.0,971,2024-12-30
813,14,Japan,ARGun2018,"ShenZhen Lenze Technology Co,.Ltd.",Entertainment,3.5,150.0,14,2024-12-30
814,15,Japan,写真ぷるぷる ネ申,Nekomimimi,Entertainment,3.73,150.0,11,2024-12-30
815,16,Japan,タクシーメーターくん,kohei yamane,Entertainment,4.67,500.0,358,2024-12-30
816,17,Japan,リゼロアラーム　～レム編～,SHOWGATE Inc.,Entertainment,4.12,800.0,211,2024-12-30
817,18,Japan,人猫語翻訳機・デラックス,Electric French Fries,Entertainment,4.33,150.0,203,2024-12-30
818,19,Japan,SLAM DUNK Talkin' to the Rim 2,FLOWER INC.,Entertainment,4.82,300.0,208,2024-12-30
819,20,Japan,ごちうさアラーム～チノ編～,"TENDA GAMES, K.K.",Entertainment,4.54,800.0,360,2024-12-30
820,21,Japan,ガールズ＆パンツァー ボイスアラームです！,"NextNinja Co.,Ltd.",Entertainment,3.14,900.0,21,2024-12-30
821,22,Japan,おでかけAR,Daichi Okano,Entertainment,4.43,300.0,30,2024-12-30
822,23,Japan,OIIA CAT,Christian Navarrete,Entertainment,0.0,150.0,0,2024-12-30
823,24,Japan,ザ・手相 Premium,UNBALANCE Corporation,Entertainment,3.23,480.0,30,2024-12-30
824,25,Japan,AR Missile - Auto Tracking,PSOFT,Entertainment,4.05,150.0,40,2024-12-30
825,1,Japan,ドロッセルマイヤーさんのさんぽ神アプリ,Kazushi Ikezawa,Entertainment,4.72,330.0,25,2024-12-31
826,2,Japan,夢色キャスト　TAKE A CURTAIN CALL,SEGA CORPORATION,Entertainment,4.99,4.0,403,2024-12-31
827,3,Japan,Zen Brush 2,PSOFT,Entertainment,3.87,500.0,200,2024-12-31
828,4,Japan,RYUKIN,Masataka Hakozaki,Entertainment,4.88,400.0,1076,2024-12-31
829,5,Japan,五等分の花嫁アラーム,"NextNinja Co.,Ltd.",Entertainment,4.56,1.0,392,2024-12-31
830,6,Japan,ずんだボイス（おふらいん！）,Toraichi Igarashi,Entertainment,4.44,800.0,32,2024-12-31
831,7,Japan,nPlayer,Newin Inc.,Entertainment,4.55,800.0,1212,2024-12-31
832,8,Japan,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.33,500.0,971,2024-12-31
833,9,Japan,タクシーメーターくん,kohei yamane,Entertainment,4.67,500.0,358,2024-12-31
834,10,Japan,Wa Kingyo - 和金魚 -,Masataka Hakozaki,Entertainment,4.77,150.0,3343,2024-12-31
835,11,Japan,カナヘイの通信量チェッカー,"UNITED, Inc.",Entertainment,4.68,160.0,22218,2024-12-31
836,12,Japan,プロのサイコロ,Lukas Lubbe,Entertainment,4.74,300.0,62,2024-12-31
837,13,Japan,PewPewPew - Fingergun,承远 李,Entertainment,5.0,150.0,2,2024-12-31
838,14,Japan,リゼロアラーム　～レム編～,SHOWGATE Inc.,Entertainment,4.12,800.0,211,2024-12-31
839,15,Japan,人猫語翻訳機・デラックス,Electric French Fries,Entertainment,4.33,150.0,203,2024-12-31
840,16,Japan,おでかけAR,Daichi Okano,Entertainment,4.43,300.0,30,2024-12-31
841,17,Japan,Japonism - 妙な漢字が作れるアプリ,Yasuo Fukushima,Entertainment,2.78,150.0,9,2024-12-31
842,18,Japan,カウントダウンスター（広告なし）,Joseph Merrill,Entertainment,4.55,150.0,76,2024-12-31
843,19,Japan,Vivid Studio,Taito Ri,Entertainment,4.09,800.0,207,2024-12-31
844,20,Japan,超特急な速度計,Masami Yamate,Entertainment,5.0,100.0,1,2024-12-31
845,21,Japan,VRPlayer Pro : 2D 3D 360°Video,LEE DONG WON,Entertainment,3.11,300.0,28,2024-12-31
846,22,Japan,FAir for FlashAir,杨 李,Entertainment,4.35,300.0,361,2024-12-31
847,23,Japan,動物の鳴き声Pro - 動物の世界の自然の鳥の音を学ぶ,建钧 黎,Entertainment,3.46,500.0,83,2024-12-31
848,24,Japan,FAS,Kaji Takatsugu,Entertainment,2.35,600.0,127,2024-12-31
849,25,Japan,nPlayer Plus,Newin Inc.,Entertainment,4.6,1.0,1238,2024-12-31
850,1,Japan,リスパス - リスニングで合格！英語共通テスト・大学受験対策,FALE Inc.,Education,4.77,800.0,454,2024-12-30
851,2,Japan,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.94,4.0,399,2024-12-30
852,3,Japan,どんどん話すための瞬間英作文トレーニング,Beret Publishing Co. INC,Education,3.01,1.0,281,2024-12-30
853,4,Japan,TEDICT,CoCO SWING,Education,4.77,800.0,12731,2024-12-30
854,5,Japan,介護福祉士 過去問(完全版),"SOCIAL NOTE CO., LTD.",Education,4.74,370.0,2258,2024-12-30
855,6,Japan,有機化学 大学受験,Hideki Touhara,Education,0.0,12.0,0,2024-12-30
856,7,Japan,パブロフ簿記２級工業簿記,Atsuko Yoseda,Education,4.69,800.0,1669,2024-12-30
857,8,Japan,英検®準1級 でた単,Namiko Takahashi,Education,4.76,1.0,1183,2024-12-30
858,9,Japan,パブロフ簿記３級,yudai yoseda,Education,4.77,800.0,4487,2024-12-30
859,10,Japan,英検®2級 でた単,Namiko Takahashi,Education,4.69,1.0,244,2024-12-30
860,11,Japan,Real英会話,"LT Box Co., Ltd.",Education,4.67,1.0,11993,2024-12-30
861,12,Japan,Handy Art Reference Tool,Belief Engine,Education,4.88,300.0,4473,2024-12-30
862,13,Japan,パブロフ簿記２級商業簿記,yudai yoseda,Education,4.79,800.0,4776,2024-12-30
863,14,Japan,らくがきAR,Whatever Co.,Education,4.49,150.0,5459,2024-12-30
864,15,Japan,社会福祉士 過去問(完全版),"SOCIAL NOTE CO., LTD.",Education,4.77,370.0,1539,2024-12-30
865,16,Japan,英単語ターゲット1900（6訂版）for School,物書堂,Education,3.5,1.0,16,2024-12-30
866,17,Japan,GAB対策 言語,Takahide Kambe,Education,4.5,800.0,530,2024-12-30
867,18,Japan,GAB対策 非言語,Takahide Kambe,Education,4.52,800.0,189,2024-12-30
868,19,Japan,ひかり拓本,National Institutes for Cultural Heritage,Education,3.4,800.0,5,2024-12-30
869,20,Japan,英検®1級 でた単,Namiko Takahashi,Education,4.72,1.0,1196,2024-12-30
870,21,Japan,スラスラ話すための瞬間英作文シャッフルトレーニング,Beret Publishing Co. INC,Education,3.21,1.0,63,2024-12-30
871,22,Japan,Star Walk 2（スターウォーク2）：星位置を見つける,Vito Technology Inc.,Education,4.6,500.0,7187,2024-12-30
872,23,Japan,精神保健福祉士 過去問（完全版),"SOCIAL NOTE CO., LTD.",Education,4.75,370.0,312,2024-12-30
873,24,Japan,GAB対策 PRO,Takahide Kambe,Education,4.5,1.0,2,2024-12-30
874,25,Japan,金のフレーズ 2,物書堂,Education,2.73,650.0,122,2024-12-30
875,1,Japan,リスパス - リスニングで合格！英語共通テスト・大学受験対策,FALE Inc.,Education,4.77,800.0,454,2024-12-31
876,2,Japan,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.94,4.0,399,2024-12-31
877,3,Japan,介護福祉士 過去問(完全版),"SOCIAL NOTE CO., LTD.",Education,4.74,370.0,2258,2024-12-31
878,4,Japan,どんどん話すための瞬間英作文トレーニング,Beret Publishing Co. INC,Education,3.01,1.0,281,2024-12-31
879,5,Japan,TEDICT,CoCO SWING,Education,4.77,800.0,12731,2024-12-31
880,6,Japan,パブロフ簿記２級工業簿記,Atsuko Yoseda,Education,4.69,800.0,1669,2024-12-31
881,7,Japan,Real英会話,"LT Box Co., Ltd.",Education,4.67,1.0,11993,2024-12-31
882,8,Japan,らくがきAR,Whatever Co.,Education,4.49,150.0,5459,2024-12-31
883,9,Japan,英検®2級 でた単,Namiko Takahashi,Education,4.69,1.0,244,2024-12-31
884,10,Japan,社会福祉士 過去問(完全版),"SOCIAL NOTE CO., LTD.",Education,4.77,370.0,1539,2024-12-31
885,11,Japan,パブロフ簿記３級,yudai yoseda,Education,4.77,800.0,4487,2024-12-31
886,12,Japan,パブロフ簿記２級商業簿記,yudai yoseda,Education,4.79,800.0,4776,2024-12-31
887,13,Japan,英検®準1級 でた単,Namiko Takahashi,Education,4.76,1.0,1183,2024-12-31
888,14,Japan,英単語ターゲット1900（6訂版）for School,物書堂,Education,3.5,1.0,16,2024-12-31
889,15,Japan,有機化学 大学受験,Hideki Touhara,Education,0.0,12.0,0,2024-12-31
890,16,Japan,G検定 問題集アプリ,yuzuru watanabe,Education,4.28,500.0,130,2024-12-31
891,17,Japan,G検定対策アプリ,"SKILLUP NeXt, Ltd.",Education,3.27,1.0,30,2024-12-31
892,18,Japan,英検®1級 でた単,Namiko Takahashi,Education,4.72,1.0,1196,2024-12-31
893,19,Japan,Handy Art Reference Tool,Belief Engine,Education,4.88,300.0,4473,2024-12-31
894,20,Japan,Star Walk 2（スターウォーク2）：星位置を見つける,Vito Technology Inc.,Education,4.6,500.0,7187,2024-12-31
895,21,Japan,パブロフ簿記１級理論,Atsuko Yoseda,Education,4.64,800.0,655,2024-12-31
896,22,Japan,金のフレーズ 2,物書堂,Education,2.73,650.0,122,2024-12-31
897,23,Japan,スラスラ話すための瞬間英作文シャッフルトレーニング,Beret Publishing Co. INC,Education,3.21,1.0,63,2024-12-31
898,24,Japan,保育士 過去問（完全版）,"SOCIAL NOTE CO., LTD.",Education,4.69,370.0,252,2024-12-31
899,25,Japan,SPI対策 言語　就活・転職対策アプリ,Takahide Kambe,Education,4.57,500.0,56,2024-12-31
900,1,South Korea,nPlayer,Newin Inc.,Entertainment,4.73,6.0,17716,2024-12-30
901,2,South Korea,KMPlayer Plus (Divx Codec),"PANDORATV Co.,Ltd",Entertainment,3.83,5.0,165,2024-12-30
902,3,South Korea,백점+ 2025,T-ON MEDIA,Entertainment,4.53,6.0,628,2024-12-30
903,4,South Korea,PewPewPew - Fingergun,承远 李,Entertainment,5.0,1.0,2,2024-12-30
904,5,South Korea,AVPlayer (무인코딩 속도조절 자막지원 플레이어),EPLAYWORKS,Entertainment,3.77,4.0,588,2024-12-30
905,6,South Korea,nPlayer Plus,Newin Inc.,Entertainment,4.79,12.0,15274,2024-12-30
906,7,South Korea,VRPlayer Pro : 2D 3D 360°Video,LEE DONG WON,Entertainment,4.35,3.0,17,2024-12-30
907,8,South Korea,JRemote,JRiver,Entertainment,4.0,19.0,3,2024-12-30
908,9,South Korea,SLAM DUNK Talkin' to the Rim 2,FLOWER INC.,Entertainment,4.83,3.0,29,2024-12-30
909,10,South Korea,Alien10,Saddiq Rahim,Entertainment,0.0,3.0,0,2024-12-30
910,11,South Korea,FyTube - 광고 없는 YouTube,Daniel PerlerA,Entertainment,3.98,14.0,41,2024-12-30
911,12,South Korea,Saltrick,Nelson Suarez Arteaga,Entertainment,0.0,55.0,0,2024-12-30
912,13,South Korea,Akinator VIP,Elokence,Entertainment,3.79,5.0,33,2024-12-30
913,14,South Korea,Ator Tarot,"The Fool's Dog, LLC",Entertainment,0.0,1.0,0,2024-12-30
914,15,South Korea,Basic Controller Jumping Sumo,Takahide Noro,Entertainment,0.0,8.0,0,2024-12-30
915,16,South Korea,MindDraw,Nelson Suarez Arteaga,Entertainment,0.0,110.0,0,2024-12-30
916,17,South Korea,没事就扫雷,旭东 刘,Entertainment,0.0,1.0,0,2024-12-30
917,18,South Korea,나와 닮은 연예인,kyungjoon go,Entertainment,1.0,5.0,3,2024-12-30
918,19,South Korea,Retroman: 패미컴 게임보이 & GBA 에뮬레이터,Konstantinos Papadakis,Entertainment,4.62,3.0,13,2024-12-30
919,20,South Korea,Countdown App,Ryan Boyling,Entertainment,3.05,1.0,215,2024-12-30
920,21,South Korea,iSpy Cameras,"SKJM, LLC",Entertainment,4.5,1.0,6,2024-12-30
921,22,South Korea,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.54,4.0,169,2024-12-30
922,23,South Korea,1500개의 무료 신호음을 획득하십시오. - Best iPhone Ringtones,Mobgen Apps Inc,Entertainment,5.0,1.0,2,2024-12-30
923,24,South Korea,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,3.0,1.0,3,2024-12-30
924,25,South Korea,오즈의타로+,T-ON MEDIA,Entertainment,3.91,3.0,33,2024-12-30
925,1,South Korea,nPlayer,Newin Inc.,Entertainment,4.73,6.0,17716,2024-12-31
926,2,South Korea,백점+ 2025,T-ON MEDIA,Entertainment,4.53,6.0,628,2024-12-31
927,3,South Korea,KMPlayer Plus (Divx Codec),"PANDORATV Co.,Ltd",Entertainment,3.83,5.0,165,2024-12-31
928,4,South Korea,PewPewPew - Fingergun,承远 李,Entertainment,5.0,1.0,2,2024-12-31
929,5,South Korea,AVPlayer (무인코딩 속도조절 자막지원 플레이어),EPLAYWORKS,Entertainment,3.77,4.0,588,2024-12-31
930,6,South Korea,nPlayer Plus,Newin Inc.,Entertainment,4.79,12.0,15274,2024-12-31
931,7,South Korea,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,4.85,6.0,20,2024-12-31
932,8,South Korea,Strange Planet Stickers,"KED, LLC",Entertainment,5.0,3.0,1,2024-12-31
933,9,South Korea,Silk 2 – Generative Art,Yuri Vishnevsky,Entertainment,5.0,4.0,4,2024-12-31
934,10,South Korea,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,4.0,3.0,19,2024-12-31
935,11,South Korea,어린이용 '작은 아기 고양이' 앱 번들! (앱 3개),Squeakosaurus ug & co. kg,Entertainment,3.7,19.0,3,2024-12-31
936,12,South Korea,iTHUMP/Toxic+,Ian Pidgeon,Entertainment,0.0,88.0,0,2024-12-31
937,13,South Korea,게임 박스 GameBox,BrennanMoyMedia,Entertainment,0.0,1.0,0,2024-12-31
938,14,South Korea,修仙启示录,楷存 陈,Entertainment,5.0,1.0,2,2024-12-31
939,15,South Korea,PTCGP Dex Pro: TCG Guide app,SeungJu Eum,Entertainment,5.0,3.0,1,2024-12-31
940,16,South Korea,VRPlayer Pro : 2D 3D 360°Video,LEE DONG WON,Entertainment,4.35,3.0,17,2024-12-31
941,17,South Korea,Beautiful Tarot,Jonathan Miller,Entertainment,4.85,6.0,40,2024-12-31
942,18,South Korea,JRemote,JRiver,Entertainment,4.0,19.0,3,2024-12-31
943,19,South Korea,RenpyReader,Ludan Cui,Entertainment,0.0,5.0,0,2024-12-31
944,20,South Korea,SLAM DUNK Talkin' to the Rim 2,FLOWER INC.,Entertainment,4.83,3.0,29,2024-12-31
945,21,South Korea,Alien10,Saddiq Rahim,Entertainment,0.0,3.0,0,2024-12-31
946,22,South Korea,Saltrick,Nelson Suarez Arteaga,Entertainment,0.0,55.0,0,2024-12-31
947,23,South Korea,Akinator VIP,Elokence,Entertainment,3.79,5.0,33,2024-12-31
948,24,South Korea,Ator Tarot,"The Fool's Dog, LLC",Entertainment,0.0,1.0,0,2024-12-31
949,25,South Korea,Basic Controller Jumping Sumo,Takahide Noro,Entertainment,0.0,8.0,0,2024-12-31
950,1,South Korea,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.78,33.0,161,2024-12-30
951,2,South Korea,한국사 능력,별책,Education,4.61,5.0,579,2024-12-30
952,3,South Korea,회독JLPT,LEE YONGHEE,Education,4.79,19.0,507,2024-12-30
953,4,South Korea,Hairtechapp - Cutting Diagrams,Oleksandr Prent,Education,4.22,14.0,23,2024-12-30
954,5,South Korea,Flashcards Deluxe,OrangeOrApple.com,Education,4.43,5.0,109,2024-12-30
955,6,South Korea,Wordmaster 워드마스터 수능 2000(18개정),Etoos Education,Education,3.21,5.0,230,2024-12-30
956,7,South Korea,회독TOEIC,LEE YONGHEE,Education,4.43,7.0,49,2024-12-30
957,8,South Korea,우리말 공부,별책,Education,4.28,5.0,95,2024-12-30
958,9,South Korea,회독HSK,LEE YONGHEE,Education,4.7,15.0,27,2024-12-30
959,10,South Korea,워드마스터 EBS 파이널 1200(20개정),Etoos Education,Education,5.0,5.0,2,2024-12-30
960,11,South Korea,MediaDict,CoCO SWING,Education,4.71,6.0,250,2024-12-30
961,12,South Korea,WordMasking,Akira Takahashi,Education,4.84,4.0,1529,2024-12-30
962,13,South Korea,SkyView®,Terminal Eleven LLC,Education,3.91,4.0,11,2024-12-30
963,14,South Korea,TEDICT,CoCO SWING,Education,4.86,6.0,5311,2024-12-30
964,15,South Korea,RakugakiAR,Whatever Co.,Education,4.53,1.0,421,2024-12-30
965,16,South Korea,Star Walk 2 - 실시간 3D 별자리표,Vito Technology Inc.,Education,4.83,4.0,2043,2024-12-30
966,17,South Korea,복사해서 붙여넣는 암기카드 M 프로,Jeong-hoon Kang,Education,4.75,5.0,61,2024-12-30
967,18,South Korea,A Plus - 대학 생활 필수앱,Sunghee Na,Education,4.4,3.0,205,2024-12-30
968,19,South Korea,Talking ABC...,HEY CLAY,Education,5.0,4.0,2,2024-12-30
969,20,South Korea,Physics++,Dominik Hauser,Education,5.0,1.0,1,2024-12-30
970,21,South Korea,1K62 Lathe Simulator,Ilya Obraztsov,Education,0.0,3.0,0,2024-12-30
971,22,South Korea,별책 국어사전,별책,Education,4.76,5.0,41,2024-12-30
972,23,South Korea,Handy Art Reference Tool,Belief Engine,Education,4.89,3.0,93,2024-12-30
973,24,South Korea,넘버블록스: 숨바꼭질,Blue-Zoo,Education,1.0,4.0,1,2024-12-30
974,25,South Korea,우리말 공부 완성판,별책,Education,0.0,3.0,0,2024-12-30
975,1,South Korea,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.78,33.0,161,2024-12-31
976,2,South Korea,한국사 능력,별책,Education,4.61,5.0,579,2024-12-31
977,3,South Korea,회독JLPT,LEE YONGHEE,Education,4.79,19.0,507,2024-12-31
978,4,South Korea,RakugakiAR,Whatever Co.,Education,4.53,1.0,421,2024-12-31
979,5,South Korea,Flashcards Deluxe,OrangeOrApple.com,Education,4.43,5.0,109,2024-12-31
980,6,South Korea,Star Walk 2 - 실시간 3D 별자리표,Vito Technology Inc.,Education,4.83,4.0,2043,2024-12-31
981,7,South Korea,WCT 영어회화패턴,JUN SUK O,Education,4.0,9.0,6,2024-12-31
982,8,South Korea,우리말 공부,별책,Education,4.28,5.0,95,2024-12-31
983,9,South Korea,워드마스터 EBS 파이널 1200(20개정),Etoos Education,Education,5.0,5.0,2,2024-12-31
984,10,South Korea,MediaDict,CoCO SWING,Education,4.71,6.0,250,2024-12-31
985,11,South Korea,복사해서 붙여넣는 암기카드 M 프로,Jeong-hoon Kang,Education,4.75,5.0,61,2024-12-31
986,12,South Korea,Talking ABC...,HEY CLAY,Education,5.0,4.0,2,2024-12-31
987,13,South Korea,별책 국어사전,별책,Education,4.76,5.0,41,2024-12-31
988,14,South Korea,넘버블록스: 숨바꼭질,Blue-Zoo,Education,1.0,4.0,1,2024-12-31
989,15,South Korea,개념 한국사,별책,Education,4.74,4.0,590,2024-12-31
990,16,South Korea,우리말 공부 완성판,별책,Education,0.0,3.0,0,2024-12-31
991,17,South Korea,Swipe! 상공한자: 상공회의소 한자 3급,Wonguk Yang,Education,4.56,2.0,9,2024-12-31
992,18,South Korea,영단어 완전학습 - 영어사전 & 단어장,kyochoul lee,Education,4.03,6.0,538,2024-12-31
993,19,South Korea,"Solar Walk - 태양 광 시스템 3D, 행성",Vito Technology Inc.,Education,4.69,6.0,655,2024-12-31
994,20,South Korea,우리말 속뜻사전 (느낌 쏘옥! 실력 쑤욱!),주식회사 코퍼스랩,Education,4.32,33.0,59,2024-12-31
995,21,South Korea,페팅 동물원,Fox and Sheep GmbH,Education,4.68,5.0,60,2024-12-31
996,22,South Korea,민법총칙 실전문제,oh changwon,Education,3.94,1.0,17,2024-12-31
997,23,South Korea,한국의 새 Pro,LG Evergreen Foundation,Education,2.5,12.0,6,2024-12-31
998,24,South Korea,國語辭典,隆军 刘,Education,4.67,4.0,3,2024-12-31
999,25,South Korea,myUBC - made for UBC students,Junhao Peng,Education,0.0,1.0,0,2024-12-31
